address,garage-places,price,rooms,square-foot,neighborhood,city,latitude,longitude,zones
Rua Marechal Bitencourt ,5.0,1690000.0,4.0,284.0,Gutierrez,Belo Horizonte,-19.9369071,-43.9635525,Oeste
Rua dos Timbiras ,2.0,670000.0,4.0,240.0,Barro Preto,Belo Horizonte,-19.9302789,-43.9251047,Centro-Sul
Avenida Presidente ,1.0,239000.0,2.0,66.0,Copacabana,Belo Horizonte,-19.8356764,-43.9918941,Norte
"Rua Monsenhor Negromonte, 00 ",2.0,811000.0,3.0,150.0,Planalto,Belo Horizonte,-19.8283123,-43.9569634,Norte
"Rua Espírito Santo, 2258 ",3.0,3190000.0,4.0,280.0,Lourdes,Belo Horizonte,-18.8647762,-41.1217768,Centro-Sul
Rua Senador Amaral ,5.0,1680000.0,4.0,500.0,Mangabeiras,Belo Horizonte,-19.9542506,-43.9219655,Centro-Sul
"Rua Cristina, 1300 ",2.0,729000.0,3.0,77.0,Santo Antônio,Belo Horizonte,-19.9472539,-43.9352691,Centro-Sul
Rua Engenheiro Amaro Lanari ,2.0,870000.0,4.0,140.0,Anchieta,Belo Horizonte,-19.9510325,-43.9294902,Centro-Sul
Rua Itaúna ,1.0,780000.0,5.0,184.0,Colégio Batista,Belo Horizonte,-19.9067446,-43.9329186,Leste
"Rua Santa Cruz, 615 ",2.0,610000.0,5.0,190.0,Alto Barroca,Belo Horizonte,-19.9167611,-43.876217,Oeste
"Rua Felipe dos Santos, 600 ",1.0,1290000.0,2.0,150.0,Lourdes,Belo Horizonte,-19.9342841,-43.9462997,Centro-Sul
Rua Saide Haddad Antônio ,4.0,750000.0,3.0,360.0,Santa Amélia,Belo Horizonte,-19.8392527,-43.9843107,Pampulha
Rua Felipe dos Santos ,3.0,2550000.0,4.0,168.0,Lourdes,Belo Horizonte,-19.9342841,-43.9462997,Centro-Sul
Rua Alvarenga Peixoto ,4.0,2650000.0,4.0,360.0,Lourdes,Belo Horizonte,-19.929576,-43.9494157,Centro-Sul
Rua Tubarão ,2.0,495000.0,6.0,316.0,Barreiro,Belo Horizonte,-20.0032752,-44.0041288,Barreiro
Rua Luiza Carvalho Torres ,1.0,270000.0,3.0,80.0,Santo Antônio,Belo Horizonte,-19.9508801,-43.944018,Centro-Sul
Rua Belmiro Braga ,6.0,1350000.0,4.0,300.0,Caiçaras,Belo Horizonte,-19.9063051,-43.9663708,Noroeste
"Avenida Miguel Perrela, 0 ",2.0,680000.0,3.0,152.0,Castelo,Belo Horizonte,-19.8819312,-43.999487,Pampulha
"Rua Armando Greco, 333 ",1.0,175000.0,2.0,49.0,Frei Leopoldo,Belo Horizonte,-19.8085515,-43.9357313,Norte
Rua Genebra ,2.0,385000.0,3.0,72.0,Calafate,Belo Horizonte,-19.9290599,-43.9806507,Oeste
Rua Mário de Lima ,2.0,580000.0,3.0,92.0,Santa Cruz,Belo Horizonte,-19.876009,-43.9365397,Nordeste
Rua Tavares Bastos ,0.0,339999.0,3.0,76.0,Coração de Jesus,Belo Horizonte,-19.943753,-43.9505378,Centro-Sul
"Rua Gonçalves Dias, 2565 ",2.0,1500000.0,3.0,150.0,Lourdes,Belo Horizonte,-19.9311846,-43.9376407,Centro-Sul
Rua Curvelo ,0.0,260000.0,2.0,78.0,Floresta,Belo Horizonte,-19.9134241,-43.929031,Leste
Rua Newton da Costa Silveira ,1.0,269000.0,3.0,61.0,Rio Branco,Belo Horizonte,-19.8185108,-43.980405,Venda Nova
"Rua Nascimento, 417 ",1.0,190000.0,2.0,60.0,Flávio Marques Lisboa,Belo Horizonte,-19.992469,-44.0041794,Barreiro
Rua Peçanha ,1.0,175000.0,2.0,46.0,Carlos Prates,Belo Horizonte,-19.9130265,-43.9453729,Noroeste
"Rua Alves do Vale, 0 ",2.0,798000.0,2.0,67.0,Luxemburgo,Belo Horizonte,-19.9470605,-43.952024,Centro-Sul
Rua Luther King ,1.0,478000.0,3.0,96.0,Cidade Nova,Belo Horizonte,-19.8936766,-43.9242994,Nordeste
Rua Caldas ,1.0,445000.0,3.0,95.0,Carmo,Belo Horizonte,-19.9419787,-43.9324626,Centro-Sul
