address,garage-places,price,rooms,square-foot,neighborhood,city,latitude,longitude,zones
Rua Arrudas ,3.0,2900000.0,4.0,440.0,Santa Lúcia,Belo Horizonte,-19.9652588,-43.9482582,Centro-Sul
"Rua Tomaz Gonzaga, 321 ",4.0,2799000.0,4.0,202.0,Lourdes,Belo Horizonte,-19.9329322,-43.9411068,Centro-Sul
"Rua Califórnia, 933 ",3.0,1950000.0,4.0,194.0,Sion,Belo Horizonte,-19.9530435,-43.9341217,Centro-Sul
Rua Senador Amaral ,4.0,1600000.0,3.0,460.0,Comiteco,Belo Horizonte,-19.9542506,-43.9219655,Centro-Sul
Rua Juiz Costa Val ,3.0,750000.0,3.0,107.0,Santa Efigênia,Belo Horizonte,-19.9271004,-43.9192351,Leste
"Rua Santa Maria Itabira, 312 ",3.0,1150000.0,4.0,126.0,Sion,Belo Horizonte,-19.6348873,-43.2169605,Centro-Sul
Avenida Augusto de Lima ,0.0,165000.0,1.0,40.0,Centro,Belo Horizonte,-19.9230616,-43.9441556,Centro-Sul
Rua Setúbal ,1.0,258000.0,2.0,60.0,Pompéia,Belo Horizonte,-19.9104667,-43.901301,Leste
Rua Senhora do Porto ,2.0,499000.0,3.0,82.0,Palmeiras,Belo Horizonte,-19.9683909,-43.9842281,Oeste
Rua Boa Esperança ,2.0,820000.0,4.0,155.0,Carmo,Belo Horizonte,-19.948816,-43.9329524,Centro-Sul
Rua Bernardo Guimarães ,2.0,1328000.0,3.0,93.0,Savassi,Belo Horizonte,-19.927333,-43.9477878,Centro-Sul
Rua Senador Pompéo ,2.0,430000.0,3.0,106.0,Serra,Belo Horizonte,-19.9361721,-43.9202723,Centro-Sul
"Rua Doutor Helvécio Arantes, 40 ",2.0,530000.0,2.0,60.0,Luxemburgo,Belo Horizonte,-19.9496535,-43.9574198,Centro-Sul
Rua Viamão ,1.0,380000.0,3.0,95.0,Alto Barroca,Belo Horizonte,-19.9277962,-43.9713362,Oeste
"Rua Cônsul Walter, 571 ",2.0,420000.0,3.0,100.0,Buritis,Belo Horizonte,-19.9745736,-43.9696865,Oeste
Rua Sergipe ,2.0,1395000.0,4.0,230.0,Funcionários,Belo Horizonte,-19.9276923,-43.9354354,Centro-Sul
Rua Hermilo Alves ,0.0,270000.0,2.0,45.0,Santa Tereza,Belo Horizonte,-19.915185,-43.9223514,Leste
Rua Oriente ,3.0,2345707.0,4.0,223.0,Serra,Belo Horizonte,-19.9441127,-43.9187317,Centro-Sul
Rua Heroína Maria Quitéria ,1.0,215000.0,3.0,77.0,Caiçaras,Belo Horizonte,-19.8996028,-43.9778398,Noroeste
Rua Póvoa de Varzim ,1.0,330000.0,2.0,74.0,Paquetá,Belo Horizonte,-19.8700528,-43.9935356,Pampulha
Rua Eurico Lima Gil ,1.0,385000.0,2.0,50.0,Santa Amélia,Belo Horizonte,-19.8338734,-43.9725381,Pampulha
Rua Pedro João Gustin ,0.0,2700000.0,4.0,400.0,Buritis,Belo Horizonte,-19.9820801,-43.9718109,Oeste
Rua Deputado Salim Nacur ,2.0,550000.0,3.0,78.0,Santa Amélia,Belo Horizonte,-19.8439656,-43.9791111,Pampulha
"Rua Ministro Alfredo Valladão, 320 ",7.0,3300000.0,5.0,700.0,Mangabeiras,Belo Horizonte,-19.9532923,-43.9176747,Centro-Sul
Rua Piauí ,2.0,1350000.0,3.0,87.0,Funcionários,Belo Horizonte,-19.9385064,-43.9287698,Centro-Sul
Rua dos Andes ,2.0,980000.0,4.0,291.0,Prado,Belo Horizonte,-19.9216315,-43.9662884,Oeste
Rua Professor Pimenta da Veiga ,1.0,330000.0,3.0,65.0,Cidade Nova,Belo Horizonte,-19.8891296,-43.9242268,Nordeste
"Rua Alessandra Salum Cadar, 920 ",1.0,240000.0,2.0,55.0,Buritis,Belo Horizonte,-19.9760471,-43.9703167,Oeste
Avenida Luíz Paulo Franco ,2.0,685000.0,1.0,76.0,Belvedere,Belo Horizonte,-19.9747374,-43.9422752,Centro-Sul
"Avenida Professor Mário Werneck, 2474 ",1.0,400000.0,3.0,87.0,Buritis,Belo Horizonte,-19.9758245,-43.9684461,Oeste
Rua Leopoldina ,2.0,720000.0,4.0,136.0,Santo Antônio,Belo Horizonte,-19.9475349,-43.9422533,Centro-Sul
"Rua Capelinha, 340 ",1.0,265000.0,2.0,75.0,Serra,Belo Horizonte,-19.9408744,-43.9156585,Centro-Sul
"Rua Tereza Mota Valadares, 820 ",2.0,480000.0,3.0,140.0,Buritis,Belo Horizonte,-19.9709636,-43.9738009,Oeste
Rua Augusto Moreira ,4.0,899000.0,3.0,200.0,Jardim Atlântico,Belo Horizonte,-19.8445112,-43.9813741,Pampulha
Rua do Ouro ,2.0,890000.0,3.0,130.0,Serra,Belo Horizonte,-19.947074,-43.9186245,Centro-Sul
Rua dos Aimorés ,1.0,860000.0,1.0,58.0,Lourdes,Belo Horizonte,-19.9245137,-43.9538877,Centro-Sul
"Rua Itamar Teixeira, 0 ",1.0,170000.0,2.0,50.0,Betânia,Belo Horizonte,-19.9655511,-43.99232,Oeste
Rua Professora Bartira Mourão ,3.0,900000.0,4.0,140.0,Buritis,Belo Horizonte,-19.9691439,-43.9679544,Oeste
Rua Professor Moraes ,2.0,890000.0,1.0,49.0,Savassi,Belo Horizonte,-19.8624858,-43.9614177,Centro-Sul
Rua Tomaz Gonzaga ,2.0,896000.0,2.0,67.0,Lourdes,Belo Horizonte,-19.9329322,-43.9411068,Centro-Sul
Rua Ludgero Dolabela ,5.0,3980000.0,4.0,352.0,Gutierrez,Belo Horizonte,-19.9338731,-43.9606057,Oeste
Rua Joaquim Meirelles ,1.0,280000.0,3.0,165.0,Cenaculo,Belo Horizonte,-19.8069167,-43.9638859,Venda Nova
"Avenida dos Bandeirantes, 1079 ",5.0,3259000.0,5.0,466.0,Anchieta,Belo Horizonte,-19.9572301,-43.9319731,Centro-Sul
"Rua Martim de Carvalho, 382 ",2.0,1099000.0,2.0,67.0,Santo Agostinho,Belo Horizonte,-19.9311733,-43.9479411,Centro-Sul
Rua Maria Heilbuth Surette ,1.0,280000.0,2.0,60.0,Buritis,Belo Horizonte,-19.9671931,-43.9714445,Oeste
Rua Iguaçu ,2.0,650000.0,3.0,136.0,Concórdia,Belo Horizonte,-19.9024476,-43.9370313,Nordeste
Rua Espírito Santo ,4.0,1790000.0,4.0,160.0,Lourdes,Belo Horizonte,-18.8647762,-41.1217768,Centro-Sul
"Rua José Martinho Coelho, 00 ",4.0,900000.0,5.0,419.0,Santa Mônica,Belo Horizonte,-19.8245856,-43.9819001,Pampulha
"Rua Mário de Melo, 445 ",2.0,995000.0,6.0,236.0,Alípio de Melo,Belo Horizonte,-19.9010774,-44.0019613,Noroeste
"Rua Oscar Trompowsky, 1030 ",3.0,1395000.0,4.0,180.0,Gutierrez,Belo Horizonte,-19.9364995,-43.9613222,Oeste
"Rua Caraça, 759 ",3.0,1850000.0,4.0,189.0,Serra,Belo Horizonte,-19.9430505,-43.9141262,Centro-Sul
Rua Esmeralda ,1.0,850000.0,4.0,310.0,Prado,Belo Horizonte,-19.8018954,-43.922248,Oeste
"Rua Caracol, 44 ",1.0,480000.0,3.0,96.0,Cruzeiro,Belo Horizonte,-19.8290004,-44.0074521,Centro-Sul
"Rua Ignácio Alves Martins, 191 ",2.0,680000.0,2.0,78.0,Buritis,Belo Horizonte,-19.9770043,-43.9776638,Oeste
Rua Coronel Antônio Pereira da Silva ,3.0,918800.0,2.0,126.0,Santa Efigênia,Belo Horizonte,-19.924068,-43.9173719,Leste
"Rua Barão de Lucena, 86 ",3.0,1765800.0,4.0,149.0,Serra,Belo Horizonte,-19.9336802,-43.9221987,Centro-Sul
"Rua Elias Saliba, 728 ",2.0,350000.0,2.0,166.0,Novo Glória,Belo Horizonte,-19.9093361,-44.0140779,Noroeste
Rua Ramalho Ortigão ,2.0,850000.0,3.0,214.0,Santa Branca,Belo Horizonte,-19.8327541,-43.9664751,Pampulha
"Rua Júlio de Castilho, 133 ",1.0,320000.0,3.0,70.0,Betânia,Belo Horizonte,-19.9610731,-43.9808977,Oeste
"Rua Rio Grande do Norte, 605 ",2.0,1120000.0,3.0,104.0,Funcionários,Belo Horizonte,-19.9302239,-43.9306127,Centro-Sul
"Rua Guaxupé, 424 ",1.0,490000.0,3.0,130.0,Serra,Belo Horizonte,-19.9405991,-43.9136282,Centro-Sul
Rua Jornalista Djalma Andrade ,4.0,3500000.0,6.0,600.0,Belvedere,Belo Horizonte,-19.9708557,-43.9394568,Centro-Sul
Rua do Ouro ,2.0,966000.0,4.0,164.0,Serra,Belo Horizonte,-19.947074,-43.9186245,Centro-Sul
"Rua Ulisses Marcondes Escobar, 370 ",2.0,420000.0,2.0,60.0,Buritis,Belo Horizonte,-19.970196,-43.9695053,Oeste
Rua Professor Arthur Velloso ,1.0,175000.0,2.0,45.0,Jardim América,Belo Horizonte,-19.9532298,-43.9695639,Oeste
Rua Seritinga ,2.0,430000.0,3.0,80.0,Ipiranga,Belo Horizonte,-19.8865478,-43.9319719,Nordeste
"Rua Marília de Dirceu, 80 ",0.0,1380000.0,2.0,170.0,Lourdes,Belo Horizonte,-19.9354054,-43.946541,Centro-Sul
"Rua Doutor Lucídio Avelar, 171 ",3.0,980000.0,4.0,175.0,Buritis,Belo Horizonte,-19.9714927,-43.9659325,Oeste
Avenida Joaquim José Diniz ,1.0,260000.0,2.0,52.0,Fernão Dias,Belo Horizonte,-19.8747374,-43.9191819,Nordeste
"Rua Genoveva de Souza, 498 ",2.0,680000.0,3.0,84.0,Sagrada Família,Belo Horizonte,-19.9067997,-43.9216393,Leste
"Avenida Nossa Senhora do Carmo, 1825 ",1.0,310000.0,2.0,60.0,Carmo,Belo Horizonte,-19.9461719,-43.9346105,Centro-Sul
Rua Benjamim Jacob ,2.0,480000.0,3.0,72.0,Gutierrez,Belo Horizonte,-19.9400181,-43.9625037,Oeste
"Rua Castelo Setúbal, 726 ",1.0,300000.0,2.0,60.0,Castelo,Belo Horizonte,-19.8815384,-43.9941084,Pampulha
"Rua Gentil Portugal do Brasil, 55 ",1.0,250000.0,3.0,65.0,Camargos,Belo Horizonte,-19.935738,-44.0215529,Noroeste
Rua dos Tupinambás ,0.0,340000.0,2.0,64.0,Centro,Belo Horizonte,-19.9185301,-43.9357154,Centro-Sul
"Rua Padre Marinho, 318 ",2.0,991137.0,2.0,68.0,Santa Efigênia,Belo Horizonte,-19.9250502,-43.9250376,Leste
"Rua Cônego Rocha Franco, 28 ",3.0,1522000.0,4.0,170.0,Gutierrez,Belo Horizonte,-19.9354579,-43.954094,Oeste
Avenida Assis Chateaubriand ,2.0,980000.0,4.0,280.0,Floresta,Belo Horizonte,-19.9190834,-43.9329445,Leste
Rua Ministro Hermenegildo de Barros ,4.0,795000.0,3.0,171.0,Itapoã,Belo Horizonte,-19.8396132,-43.9613263,Pampulha
Rua Trucal ,1.0,300000.0,3.0,70.0,Goiânia,Belo Horizonte,-19.864029,-43.8986808,Nordeste
Rua Bambuí ,2.0,902070.0,2.0,74.0,Anchieta,Belo Horizonte,-19.9521977,-43.9262572,Centro-Sul
"Rua São Domingos do Prata, 570 ",4.0,2410051.0,4.0,173.0,Santo Antônio,Belo Horizonte,-19.9450923,-43.9374086,Centro-Sul
"Rua Patagônia, 404 ",3.0,1694124.0,4.0,139.0,Sion,Belo Horizonte,-19.9592013,-43.9350687,Centro-Sul
Rua Rio de Janeiro ,2.0,1820000.0,4.0,230.0,Lourdes,Belo Horizonte,-19.9150685,-43.9375314,Centro-Sul
Rua Belarmino Giarola ,3.0,900000.0,3.0,296.0,Céu Azul,Belo Horizonte,-19.8225016,-43.9960079,Pampulha
Rua dos Aimorés ,1.0,1100000.0,1.0,71.0,Lourdes,Belo Horizonte,-19.9245137,-43.9538877,Centro-Sul
Rua dos Aimorés ,2.0,950000.0,1.0,70.0,Lourdes,Belo Horizonte,-19.9245137,-43.9538877,Centro-Sul
Rua dos Aimorés ,2.0,980000.0,2.0,69.0,Lourdes,Belo Horizonte,-19.9245137,-43.9538877,Centro-Sul
Rua dos Aimorés ,2.0,970000.0,2.0,68.0,Lourdes,Belo Horizonte,-19.9245137,-43.9538877,Centro-Sul
Rua dos Aimorés ,2.0,990000.0,2.0,68.0,Lourdes,Belo Horizonte,-19.9245137,-43.9538877,Centro-Sul
Rua Castelo de Abrantes ,2.0,560000.0,3.0,96.0,Castelo,Belo Horizonte,-19.8831833,-43.9967021,Pampulha
Rua Lila Borja ,1.0,270000.0,3.0,65.0,Heliópolis,Belo Horizonte,-19.8406394,-43.9369178,Norte
Rua Lima Duarte ,4.0,690000.0,3.0,250.0,Carlos Prates,Belo Horizonte,-19.9119616,-43.9667461,Noroeste
Rua Oscar Trompowsky ,0.0,410000.0,3.0,100.0,Grajaú,Belo Horizonte,-19.9364995,-43.9613222,Oeste
Rua Oscar Neto ,2.0,290000.0,2.0,70.0,Santa Branca,Belo Horizonte,-19.8300651,-43.9694176,Pampulha
Rua Alga Azul ,1.0,240000.0,3.0,83.0,Floramar,Belo Horizonte,-19.8291846,-43.9387518,Norte
"Rua Leopoldina, 604 ",2.0,1564000.0,4.0,142.0,Santo Antônio,Belo Horizonte,-19.9475349,-43.9422533,Centro-Sul
Rua dos Aimorés ,1.0,701100.0,1.0,43.0,Santo Agostinho,Belo Horizonte,-19.9245137,-43.9538877,Centro-Sul
"Rua Rio Grande do Norte, 836 ",2.0,1134000.0,3.0,81.0,Savassi,Belo Horizonte,-19.9302239,-43.9306127,Centro-Sul
Rua dos Pampas ,2.0,920040.0,3.0,91.0,Prado,Belo Horizonte,-19.9194022,-43.9645434,Oeste
"Rua Felipe dos Santos, 16 ",2.0,2300000.0,5.0,275.0,Lourdes,Belo Horizonte,-19.9342841,-43.9462997,Centro-Sul
"Rua Engenheiro Alberto Pontes, 50 ",3.0,918800.0,4.0,140.0,Buritis,Belo Horizonte,-19.9689271,-43.9668895,Oeste
Rua Senador Pompéo ,2.0,700000.0,4.0,160.0,Serra,Belo Horizonte,-19.9361721,-43.9202723,Centro-Sul
Rua Capivari ,2.0,520000.0,2.0,70.0,Serra,Belo Horizonte,-19.9410388,-43.9164991,Centro-Sul
Avenida do Contorno ,0.0,228000.0,1.0,27.0,Lourdes,Belo Horizonte,-19.9156428,-43.9453796,Centro-Sul
"Rua Castigliano, 67 ",1.0,260000.0,3.0,53.0,Padre Eustáquio,Belo Horizonte,-19.9180215,-43.9755742,Noroeste
Rua Safira ,3.0,920000.0,3.0,219.0,Prado,Belo Horizonte,-19.9250374,-43.9632107,Oeste
"Rua Campos Gerais, 207 ",2.0,410000.0,3.0,92.0,Padre Eustáquio,Belo Horizonte,-19.910166,-43.9619754,Noroeste
"Rua Vereador Geraldo Pereira, 249 ",1.0,360000.0,3.0,70.0,Padre Eustáquio,Belo Horizonte,-19.9218017,-43.9819818,Noroeste
Rua Níquel ,4.0,1480000.0,4.0,140.0,Serra,Belo Horizonte,-19.9410888,-43.9171343,Centro-Sul
Rua São Lázaro ,1.0,300000.0,2.0,58.0,Sagrada Família,Belo Horizonte,-19.8963926,-43.9254451,Leste
Rua Sienita ,4.0,790000.0,4.0,350.0,Caiçaras,Belo Horizonte,-19.8907331,-43.9705285,Noroeste
Rua Gentios ,2.0,430000.0,3.0,95.0,Luxemburgo,Belo Horizonte,-19.9505365,-43.9610159,Centro-Sul
"Rua Calábria, 763 ",10.0,2995000.0,4.0,440.0,Bandeirantes,Belo Horizonte,-19.86211,-43.9822879,Pampulha
Rua Mangabeira ,1.0,600000.0,5.0,170.0,Santo Antônio,Belo Horizonte,-19.945881,-43.9460067,Centro-Sul
Rua São Paulo ,4.0,990000.0,4.0,143.0,Lourdes,Belo Horizonte,-19.914782,-43.9388011,Centro-Sul
Rua dos Guajajaras ,1.0,545000.0,2.0,85.0,Lourdes,Belo Horizonte,-19.9261909,-43.93638,Centro-Sul
Rua Jacuí ,1.0,245000.0,2.0,55.0,Floresta,Belo Horizonte,-19.8777593,-43.9290751,Leste
Rua Washington ,1.0,880000.0,3.0,110.0,Sion,Belo Horizonte,-19.9519089,-43.9352001,Centro-Sul
"Avenida Álvares Cabral, 600 ",1.0,470000.0,1.0,35.0,Lourdes,Belo Horizonte,-19.9244866,-43.9354151,Centro-Sul
"Rua Tomé de Souza, 950 ",1.0,750000.0,1.0,44.0,Savassi,Belo Horizonte,-19.9388244,-43.9274451,Centro-Sul
"Avenida Portugal, 0 ",2.0,620000.0,3.0,130.0,Jardim Atlântico,Belo Horizonte,-19.8425871,-43.9698185,Pampulha
"Rua Silva Alvarenga, 787 ",2.0,340103.0,2.0,60.0,São Geraldo,Belo Horizonte,-19.8949102,-43.8984785,Leste
"Rua Intendente Câmara, 541 ",0.0,290000.0,1.0,25.0,Liberdade,Belo Horizonte,-19.8610549,-43.9507507,Pampulha
Rua Mamoré ,1.0,189000.0,2.0,51.0,Vila Oeste,Belo Horizonte,-19.9368436,-44.0055363,Noroeste
Rua Barão de Saramenha ,2.0,1200000.0,4.0,180.0,Santa Tereza,Belo Horizonte,-19.9109893,-43.9144903,Leste
Rua Flor,2.0,825000.0,3.0,178.0,Beija-Flor,Belo Horizonte,-19.8339596,-43.8688074,Nordeste
Rua La Plata ,2.0,1426000.0,3.0,155.0,Sion,Belo Horizonte,-19.9542202,-43.9328012,Centro-Sul
"Rua Aparecida Feitosa Furtado, 154 ",1.0,350000.0,3.0,84.0,Diamante,Belo Horizonte,-19.9940007,-44.0177754,Barreiro
"Rua Pedro Natalício de Morais, 135 ",2.0,450000.0,3.0,85.0,Buritis,Belo Horizonte,-19.9785725,-43.9726899,Oeste
Rua Niteroi ,2.0,655000.0,3.0,125.0,Santa Efigênia,Belo Horizonte,-19.9238926,-43.9163689,Leste
"Rua do Ouro, 536 ",2.0,820000.0,2.0,116.0,Serra,Belo Horizonte,-19.947074,-43.9186245,Centro-Sul
Rua Coronel Emílio Martins ,2.0,550000.0,3.0,110.0,Santa Amélia,Belo Horizonte,-19.8437974,-43.9754436,Pampulha
Rua Marcos Coelho Neto ,1.0,259850.0,2.0,52.0,Estrela Dalva,Belo Horizonte,-19.9630345,-43.9755424,Oeste
"Rua Visconde de Taunay, 12 ",2.0,359900.0,3.0,107.0,Santa Mônica,Belo Horizonte,-19.9281876,-43.9199884,Pampulha
Rua Alvarenga Peixoto ,2.0,1697730.0,3.0,118.0,Lourdes,Belo Horizonte,-19.929576,-43.9494157,Centro-Sul
Rua Manoel Francisco da Silva ,1.0,303000.0,2.0,58.0,Jaqueline,Belo Horizonte,-19.8041346,-43.9450698,Norte
"Rua São Domingos do Prata, 570 ",4.0,2664276.0,4.0,221.0,Santo Antônio,Belo Horizonte,-19.9450923,-43.9374086,Centro-Sul
"Rua Monte Carmelo, 34 ",1.0,150000.0,2.0,55.0,Olaria,Belo Horizonte,-19.9104485,-43.927612,Barreiro
Rua Ceará ,3.0,1600000.0,4.0,194.0,Funcionários,Belo Horizonte,-19.921286,-43.9253997,Centro-Sul
Rua Augusto Clementino ,4.0,950000.0,6.0,325.0,Jardim Atlântico,Belo Horizonte,-19.8341265,-43.981495,Pampulha
Rua Gonçalves Dias ,2.0,1500000.0,4.0,250.0,Santo Agostinho,Belo Horizonte,-19.9311846,-43.9376407,Centro-Sul
Rua Delegado Ronaldo Jaques ,4.0,399000.0,3.0,450.0,Caiçaras,Belo Horizonte,-19.898123,-43.9681346,Noroeste
Rua Itaparica ,2.0,832755.0,4.0,103.0,Serra,Belo Horizonte,-19.9358076,-43.9195007,Centro-Sul
"Rua José Moura Peçanha, 200 ",3.0,1299000.0,4.0,188.0,Ouro Preto,Belo Horizonte,-19.8758072,-43.988082,Pampulha
Rua Mandacaru ,6.0,950000.0,3.0,336.0,Trevo,Belo Horizonte,-19.8446644,-44.0026123,Pampulha
Avenida Álvares Cabral ,2.0,1129008.0,3.0,78.0,Lourdes,Belo Horizonte,-19.9244866,-43.9354151,Centro-Sul
"Rua Eli Seabra Filho, 100 ",2.0,640000.0,3.0,83.0,Buritis,Belo Horizonte,-19.9756218,-43.9749864,Oeste
"Rua Maria Heilbuth Surette, 207 ",2.0,550000.0,2.0,68.0,Buritis,Belo Horizonte,-19.9671931,-43.9714445,Oeste
Rua Pium,2.0,895000.0,4.0,175.0,Sion,Belo Horizonte,-19.9514868,-43.9301243,Centro-Sul
Rua das Canárias ,2.0,729000.0,3.0,130.0,Santa Amélia,Belo Horizonte,-19.8425568,-43.9718127,Pampulha
Rua São Lázaro ,1.0,300000.0,2.0,53.0,Sagrada Família,Belo Horizonte,-19.8963926,-43.9254451,Leste
Rua Fernandes Tourinho ,2.0,1550000.0,2.0,101.0,Lourdes,Belo Horizonte,-19.9393917,-43.9358894,Centro-Sul
"Rua Eli Seabra Filho, 100 ",1.0,530000.0,2.0,66.0,Buritis,Belo Horizonte,-19.9756218,-43.9749864,Oeste
Rua Piauí ,2.0,1150000.0,3.0,85.0,Funcionários,Belo Horizonte,-19.9385064,-43.9287698,Centro-Sul
"Rua Américo Scott, 63 ",3.0,1450000.0,3.0,126.0,Serra,Belo Horizonte,-19.935339,-43.9232394,Centro-Sul
"Rua Gonçalves Dias, 2565 ",2.0,870000.0,2.0,61.0,Santo Agostinho,Belo Horizonte,-19.9311846,-43.9376407,Centro-Sul
Rua Mercês ,2.0,470000.0,3.0,74.0,Prado,Belo Horizonte,-19.9189854,-44.2732979,Oeste
Rua Maria Manoela Braz ,1.0,310000.0,2.0,58.0,Heliópolis,Belo Horizonte,-19.8425821,-43.9346829,Norte
Rua São Sebastião do Maranhão ,1.0,185000.0,2.0,47.0,Jardim Leblon,Belo Horizonte,-19.8232454,-43.9891017,Venda Nova
Rua Antônio Peregrino Nascimento ,6.0,1800000.0,6.0,414.0,Palmares,Belo Horizonte,-19.8733254,-43.9367717,Nordeste
"Avenida Senador José Augusto, 110 ",1.0,300000.0,2.0,56.0,Buritis,Belo Horizonte,-19.9812868,-43.978411,Oeste
"Rua Joaquim Linhares, 207 ",4.0,3750000.0,4.0,282.0,Anchieta,Belo Horizonte,-19.9500206,-43.9260666,Centro-Sul
Rua Tomé de Souza ,3.0,2650000.0,4.0,235.0,Funcionários,Belo Horizonte,-19.9388244,-43.9274451,Centro-Sul
Avenida Paulo Camilo Pena ,4.0,5000000.0,4.0,357.0,Belvedere,Belo Horizonte,-19.9676329,-43.9429816,Centro-Sul
"Avenida Guarapari, 37 ",1.0,325000.0,2.0,67.0,Santa Amélia,Belo Horizonte,-19.8457686,-43.9775604,Pampulha
Rua Alves do Vale ,2.0,850000.0,2.0,70.0,Luxemburgo,Belo Horizonte,-19.9470605,-43.952024,Centro-Sul
Rua Paraíba ,3.0,2800000.0,3.0,245.0,Savassi,Belo Horizonte,-19.9262855,-43.9309181,Centro-Sul
Rua Antônio de Albuquerque ,2.0,750000.0,2.0,77.0,Savassi,Belo Horizonte,-19.936584,-43.9421163,Centro-Sul
"Rua Entre Rios, 150 ",1.0,240000.0,3.0,80.0,Carlos Prates,Belo Horizonte,-19.9154487,-43.9480874,Noroeste
Rua Desembargador Fernando Bhering ,3.0,1650000.0,4.0,384.0,Dona Clara,Belo Horizonte,-19.860345,-43.9400363,Pampulha
"Rua Maria de Lourdes Faria, 10 ",2.0,380000.0,3.0,126.0,Letícia,Belo Horizonte,-19.8050214,-43.975971,Venda Nova
Rua das Fragatas ,4.0,1200000.0,5.0,268.0,Vila Clóris,Belo Horizonte,-19.8246847,-43.9460312,Norte
Rua Santa Maria Itabira ,3.0,1100000.0,4.0,174.0,Sion,Belo Horizonte,-19.6348873,-43.2169605,Centro-Sul
Avenida Professor Clóvis Salgado ,1.0,178500.0,2.0,48.0,Serrano,Belo Horizonte,-19.8735716,-44.0143472,Noroeste
Rua Carangola ,2.0,1450000.0,4.0,147.0,Santo Antônio,Belo Horizonte,-19.9444674,-43.9428747,Centro-Sul
Rua dos Xavantes ,1.0,650000.0,3.0,147.0,Santa Mônica,Belo Horizonte,-19.8292699,-43.9785643,Pampulha
"Rua Cônsul Walter, 203 ",3.0,690000.0,3.0,122.0,Buritis,Belo Horizonte,-19.9745736,-43.9696865,Oeste
"Rua José Amaury Ferrara, 107 ",3.0,780000.0,4.0,125.0,Buritis,Belo Horizonte,-19.9767036,-43.9682334,Oeste
"Rua Francisco Serrano Neves, 91 ",2.0,539000.0,3.0,102.0,Pampulha,Belo Horizonte,-19.842605,-43.9802164,Pampulha
Rua da Bahia ,3.0,2750000.0,2.0,217.0,Lourdes,Belo Horizonte,-19.9151776,-43.9347647,Centro-Sul
"Rua São Manoel, 229 ",2.0,425000.0,2.0,65.0,Floresta,Belo Horizonte,-19.9079857,-43.9311743,Leste
"Rua Doutor Juvenal dos Santos, 500 ",4.0,1580000.0,4.0,260.0,Luxemburgo,Belo Horizonte,-19.9508257,-43.9585445,Centro-Sul
Rua Pedra da Lua ,1.0,381000.0,3.0,68.0,Candelaria,Belo Horizonte,-19.8112521,-43.9713879,Venda Nova
Rua Sagres ,2.0,785000.0,4.0,101.0,Prado,Belo Horizonte,-19.9287129,-43.9696491,Oeste
Avenida do Contorno ,1.0,450000.0,2.0,60.0,Funcionários,Belo Horizonte,-19.9156428,-43.9453796,Centro-Sul
Rua dos Nutricionistas ,2.0,620000.0,5.0,203.0,Alípio de Melo,Belo Horizonte,-19.8912687,-44.0071017,Noroeste
Rua Pedra do Rio ,1.0,320000.0,3.0,73.0,Piratininga Venda Nova,Belo Horizonte,-19.8118336,-43.9873492,Venda Nova
"Rua Passa Tempo, 335 ",4.0,1890000.0,4.0,144.0,Carmo,Belo Horizonte,-19.9458256,-43.9307955,Centro-Sul
"Rua Bernardo Guimarães, 2587 ",2.0,970000.0,2.0,70.0,Lourdes,Belo Horizonte,-19.927333,-43.9477878,Centro-Sul
"Avenida Raja Gabaglia, 1583 ",2.0,350000.0,1.0,40.0,Luxemburgo,Belo Horizonte,-19.9364152,-43.9533964,Centro-Sul
"Rua Antônio de Albuquerque, 357 ",2.0,790000.0,3.0,64.0,Savassi,Belo Horizonte,-19.936584,-43.9421163,Centro-Sul
Avenida Joaquim José Diniz ,0.0,199000.0,2.0,53.0,Fernão Dias,Belo Horizonte,-19.8747374,-43.9191819,Nordeste
Rua Castelo de Windsor ,2.0,750000.0,3.0,121.0,Castelo,Belo Horizonte,-19.8813394,-44.0024142,Pampulha
"Rua Maria Beatriz, 503 ",1.0,250000.0,2.0,55.0,Estoril,Belo Horizonte,-19.9553147,-43.9778678,Oeste
Rua Olavo Bilac ,3.0,650000.0,3.0,122.0,Santa Mônica,Belo Horizonte,-19.8327251,-43.9879042,Pampulha
Rua Castigliano ,5.0,1600000.0,3.0,400.0,Padre Eustáquio,Belo Horizonte,-19.9180215,-43.9755742,Noroeste
Rua São Roque ,2.0,490000.0,3.0,76.0,Sagrada Família,Belo Horizonte,-19.898824,-43.9193503,Leste
Rua Lourival Carneiro de Vasconcelos ,3.0,550000.0,4.0,160.0,Planalto,Belo Horizonte,-19.8365458,-43.942052,Norte
"Rua Santa Rita Durão, 100 ",1.0,510000.0,1.0,34.0,Funcionários,Belo Horizonte,-19.9344756,-43.9346452,Centro-Sul
Alameda do Ipê Amarelo ,9.0,2000000.0,5.0,459.0,São Luíz,Belo Horizonte,-19.8558131,-43.9691552,Pampulha
Rua Padre Marinho ,2.0,958082.0,2.0,66.0,Funcionários,Belo Horizonte,-19.9250502,-43.9250376,Centro-Sul
Rua Bernardo Guimarães ,2.0,1505755.0,3.0,93.0,Funcionários,Belo Horizonte,-19.927333,-43.9477878,Centro-Sul
Rua Gonçalves Dias ,3.0,2216196.0,4.0,133.0,Lourdes,Belo Horizonte,-19.9311846,-43.9376407,Centro-Sul
